step	time	T	T-cg	T-at	Ekin	res	angle_252_cross	angle_254_cross	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285	angle_286	angle_287	angle_288	angle_289	angle_290	angle_291	angle_292	angle_293	angle_294	angle_295	angle_296	angle_297	angle_298	angle_299	angle_300	angle_301	angle_302	angle_303	angle_304	angle_305	angle_306	angle_307	angle_308	angle_309	angle_310	angle_311	angle_312	angle_313	angle_314	angle_315	angle_316_cross	angle_317_cross	angle_318_cross	angle_319_cross	angle_320_cross	angle_321_cross	angle_322_cross	angle_323_cross	angle_324_cross	angle_325_cross	angle_326_cross	bond_125_cross	bond_126_cross	bond_127_cross	bond_129	bond_130	bond_131	bond_132	bond_133	bond_134	bond_135	bond_136	bond_137	bond_138	bond_138_cross	bond_139	bond_140	bond_141	bond_142	bond_143	bond_144	bond_145	bond_146	bond_147	bond_148	bond_149_cross	bond_150_cross	bond_35	dihedral_0	dihedral_0_cross	dihedral_176	dihedral_190	dihedral_191	dihedral_30_cross	dihedral_51	dihedral_60	dihedral_61	dihedral_61_cross	dihedral_64_cross	tab-cg
52500	52.5	2.46705	2.47525	2.46609	24867.8	0.52499	833.876	34.5578	192.074	201.738	259.849	216.097	178.87	178.099	153.666	171.6	161.455	195.991	181.757	159.356	177.796	197.445	193.734	175.696	188.24	164.735	190.121	198.815	156.57	157.974	177.856	174.012	181.963	179.207	217.257	269.784	256.725	218.542	222.354	130.064	50.7901	22.8077	28.6189	23.316	32.4302	27.5222	233.184	16.9448	68.3121	128.212	90.6927	92.3983	138.218	145.716	76.5295	108.156	85.0283	140.03	95.0124	122.631	86.8646	103.036	80.0614	161.334	171.055	93.7372	87.8165	95.1075	123.662	209.6	146.784	161.85	171.261	164.126	143.145	1145.18	11.1579	23.7115	31.5228	19.9323	912.84	439.783	52.2027	216.771	485.745	953.111	475.708	469.776	883.101	949.722	408.441	261.186	49.9811	54.0684	37.9885	80.1649	27.7727	222.943	121.903	389.213	269.879	125.416	257.501	105.739	448.867	938.091	468.806	0	0	-621.535	67.5085	660.658	671.129	4329.86	1343.47	741.29	24.8303	203.625	-3709.31
52750	52.75	2.47539	2.47525	2.47541	24952	0.52749	821.012	35.8219	210.3	268.474	228.055	205.028	163.069	217.638	147.454	177.411	177.561	140.152	170.366	201.339	160.121	183	216.74	145.436	178.666	182.231	174.536	205.856	161.358	170.971	143.211	193.713	215.366	194.388	236.971	195.146	190.359	243.877	211.707	82.2329	80.41	16.9547	27.7146	26.2359	26.3466	30.4266	186.187	17.4762	75.7976	136.205	118.761	111.568	115.765	155.312	96.8909	93.8126	106.451	122.85	114.931	89.1096	100.277	96.1185	112.392	130.433	129.174	107.92	104.303	117.493	88.8069	203.936	141.095	161.052	169.137	184.577	149.868	1044.25	20.5334	19.4271	18.946	22.2982	844.913	459.638	43.0736	203.108	516.876	875.176	500.85	433.265	899.446	920.813	429.979	300.531	50.8922	61.4194	31.7213	70.0617	21.2695	234.879	128.505	418.215	249.353	124.757	275.657	117.187	393.702	967.558	462.292	0	0	-622.314	108.172	668.186	675.751	4335.65	1279.84	739.65	26.1334	212.039	-3692.57
53000	53	2.4627	2.47525	2.46124	24824	0.52999	820.352	36.9876	213.577	204.599	226.978	194.812	147.397	185.816	175.527	136.52	143.152	127.666	187.415	188.965	185.021	150.021	140.59	195.987	146.61	226.713	187.333	168.29	140.858	183.253	151.036	187.262	192.31	164.901	190.429	241.563	255.558	240.96	266.679	82.4321	43.8899	49.4863	21.3899	40.3959	35.959	28.0337	220.25	23.6297	103.442	83.3711	104.913	118.479	127.474	150.402	92.2935	103.243	106.093	138.734	106.565	86.3666	141.418	108.192	104.163	155.415	125.101	111.321	108.847	152.272	113.751	228.401	138.963	175.269	157.159	215.741	145.262	1022.2	38.0308	13.5961	22.168	28.1032	899.832	454.043	47.9361	209.656	475.846	929.373	405.026	473.453	881.472	905.816	456.623	346.116	45.2496	61.9343	25.5625	71.7262	21.8483	314.735	137.449	335.749	268.424	123.975	298.571	113.787	491.506	962.68	420.734	0	0	-623.354	97.2101	679.784	710.442	4318.23	1315.62	724.536	25.1971	214.753	-3683.51
53250	53.25	2.46362	2.47525	2.46227	24833.3	0.53249	817.797	34.1663	228.384	237.919	220.171	230.498	170.632	156.021	160.264	163.3	180.507	189.719	188.509	168.396	161.063	197.937	156.17	154.908	166.933	203.068	204.259	179.497	154.559	162.412	152.18	155.15	185.105	183.494	205.635	203.081	187.517	213.145	226.758	103.855	69.4545	24.2155	16.0926	20.1884	23.668	28.7702	213.837	29.9003	84.3024	107.06	116.085	114.763	116.187	126.027	100.002	106.161	110.891	124.437	130.987	123.024	98.7798	102.328	102.12	105.269	111.396	92.3609	100.654	103.323	97.2049	221.383	150.034	188.725	176.396	244.928	134.709	1064.29	18.6744	21.4645	31.2535	14.4537	878.18	472.848	48.0885	211.4	532.285	945.734	417.274	473.313	887.696	923.079	444.322	279.385	51.1606	32.9422	16.2627	65.3325	21.0857	272.87	130.383	315.969	240.255	96.0971	260.476	132.193	432.201	999.321	430.913	0	0	-620.921	65.2193	664.337	751.466	4345.37	1336.22	726.207	27.6309	209.47	-3695.12
53500	53.5	2.45752	2.47525	2.45546	24771.8	0.53499	815.502	31.4545	242.456	222.514	230.054	180.468	158.802	196.545	172.781	137.774	156.348	192.939	191.864	137.56	185.303	194.285	191.977	212.705	174.013	186.545	189.992	152.246	177.643	162.086	165.932	169.551	209.441	181.047	218.041	245.761	237.238	267.961	284.897	82.9684	39.6054	23.607	22.9073	29.2164	28.1968	14.5492	233.239	15.377	127.874	52.492	123.75	97.1705	140.054	138.77	94.4865	91.2119	90.1264	104.438	95.7897	125.007	77.314	98.4415	117.563	110.75	141.227	94.6675	92.2642	77.3173	104.978	211.167	138.08	156.46	163.611	220.657	138.445	1129.35	23.8116	15.3137	19.1228	15.0127	867.647	470.123	51.3	260.788	513.135	963.482	446.68	428.547	814.55	932.995	474.778	252.886	38.2024	49.5414	25.0583	90.6874	24.2258	224.055	110.442	362.403	227.529	133.352	253.821	154.837	530.23	992.382	483.492	0	0	-614.171	79.4465	664.212	746.92	4323.45	1333.86	736.221	23.9787	208.748	-3687.67
53750	53.75	2.49315	2.47525	2.49523	25131	0.53749	823.403	29.0368	209.799	212.824	206.198	245.477	150.613	209.782	178.242	172.92	210.828	144.104	177.51	185.077	172.6	165.851	160.861	178.403	182.11	188.001	182.101	162.212	194.165	155.425	172.65	137.51	195.558	168.791	221.05	224.674	206.114	206.822	216.467	85.9008	89.6849	26.9408	30.194	31.4833	16.3854	37.8108	171.27	18.5727	91.582	166.124	97.8569	115.942	100.211	149.606	75.1327	144.521	95.4908	109.446	119.744	113.041	88.6791	102.213	87.5836	97.4566	140.065	93.5901	85.3508	109.141	104.592	227.816	154.217	175.583	149.081	237.961	163.285	1103.91	18.5194	21.7613	21.3411	15.8812	877.632	441.796	56.4608	223.644	475.626	932.899	443.156	434.604	795.306	877.729	479.682	294.493	32.3056	48.8179	22.4869	56.6543	36.5601	279.749	109.437	346.131	218.91	155.228	235.064	156.868	472.521	996.253	448.28	0	0	-615.972	110.392	661.612	754.191	4312.88	1347.43	765.011	30.6615	214.581	-3721.23
54000	54	2.46615	2.47525	2.46509	24858.8	0.53999	796.274	27.5967	205.702	250.235	215.976	249.962	147.73	202.645	163.849	172.322	190.413	151.977	183.114	180.765	172.552	166.587	163.558	149.597	171.159	210.244	168.126	168.995	160.913	148.173	179.373	168.432	170.234	156.223	239.499	223.566	196.873	275.08	227.91	72.8857	87.7078	19.6846	33.9932	17.7315	16.0458	47.6904	237.201	13.4227	79.9179	93.8061	95.8202	116.519	149.437	150.906	99.6729	116.978	97.8406	110.984	114.558	105.627	94.0764	97.6231	92.2927	151.011	152.961	117.483	121.543	105.296	98.1386	231.531	150.658	147.014	156.805	192.807	122.168	1122.89	28.464	23.5956	11.3791	7.61543	913.564	478.817	56.7114	208.234	536.619	862.747	412.486	450.849	781.97	985.738	451.908	252.774	45.7791	32.7888	19.5448	57.8108	15.3667	247.474	177.497	322.972	251.223	110.302	238.425	109.968	454.997	929.955	461.81	0	0	-620.488	81.1407	658.485	723.732	4331.59	1331.75	728.92	28.4352	219.414	-3677.96
54250	54.25	2.48579	2.47525	2.48701	25056.7	0.54249	809.473	27.245	212.43	225.192	233.684	248.306	135.275	192.952	213.363	155.664	158.126	210.178	205.154	164.472	171.224	189.932	176.666	162.413	188.62	191.304	158.366	174.602	155.196	171.734	152.783	165.69	198.456	151.47	202.001	204.336	194.228	207.417	215.263	79.2599	106.031	26.2651	29.3036	17.7331	22.7845	16.8305	206.07	19.0708	92.3913	111.055	123.265	141.354	136.302	150.943	81.6163	102.211	100.637	104.891	116.522	94.5686	93.3868	103.269	115.402	129.474	122.671	134.734	122.368	105.5	111.56	247.52	155.803	146.518	169.295	249.79	115.708	1017.12	19.0822	17.311	28.5642	25.2357	934.842	450.512	59.3351	233.384	466.605	877.747	503.659	427.933	896.517	919.384	462.127	270.178	54.3346	59.8124	30.6832	79.4702	33.4516	260.761	138.597	325.056	249.25	178.019	278.978	149.344	462.588	913.739	515.171	0	0	-620.057	80.9212	666.952	681.848	4338.63	1360.44	754.865	30.2604	223.804	-3716.3
54500	54.5	2.49828	2.47525	2.50096	25182.7	0.54499	802.423	28.1647	248.493	251.869	225.762	233.683	147.135	182.735	188.587	195.121	175.946	172.433	164.757	188.818	196.389	194.588	207.228	167.691	155.085	167.744	203.553	202.617	133.239	165.669	158.962	168.161	211.37	196.015	216.219	275.212	235.364	289.06	242.921	70.1332	89.2596	15.6207	16.9599	28.6469	16.5645	19.4789	256.325	17.7081	50.5347	93.556	92.9882	98.1051	112.632	150.573	79.7373	101.218	94.9455	139.624	86.3974	107.24	104.503	72.7585	81.233	110.283	134.524	99.0607	116.479	107.807	98.058	231.504	170.302	167.493	166.361	200.493	159.299	1134.99	14.7386	13.5626	16.2907	25.8313	939.193	450.68	62.3564	203.373	503.409	939.01	429.537	407.251	829.902	902.848	443.915	257.28	58.5419	44.1295	43.0198	61.721	20.1221	249.701	134.014	364.729	258.583	112.759	244.924	132.079	414.932	861.016	413.545	0	0	-621.789	65.6467	664.608	679.929	4312.77	1357.39	712.789	26.6586	229.502	-3751.42
54750	54.75	2.48662	2.47525	2.48795	25065.2	0.54749	814.022	29.0827	243.586	225.335	258.421	201.958	119.184	212.396	191.993	174.689	164.005	174.18	193.884	168.872	189.267	189.627	188.324	188.836	152.921	188.109	162.897	188.899	132.077	161.862	173.925	171.02	209.01	232.522	219.318	203.753	250.94	228.768	199.619	118.939	77.105	27.7066	15.7614	36.5103	28.0001	24.6558	241.471	28.7709	98.6887	63.2099	99.9981	100.384	154.577	181.939	110.792	103.633	96.7256	123.44	112.567	137.002	76.6758	97.8288	144.393	122.977	149.426	104.403	91.0717	105.778	110.23	195.58	130.691	155.394	120.764	237.077	125.341	1066.31	16.3453	16.8474	15.6208	18.9305	914.864	423.153	53.3751	231.463	545.727	1049.86	411.07	459.948	854.212	1001.19	425.614	266.061	47.8914	50.3254	15.5513	98.7139	27.0988	284.017	148.644	371.834	251.178	138.151	268.269	106.203	462.86	896.572	410.359	0	0	-619.137	64.5911	656.195	779.826	4306.82	1335.08	699.711	29.8219	231.116	-3701.79
55000	55	2.50694	2.47525	2.51062	25270	0.54999	802.666	30.2098	215.608	216.229	241.518	227.674	158.91	189.549	169.704	156.986	151.979	190.977	226.046	213.04	181.107	169.157	205.547	176.341	172.704	187.005	197.041	191.935	166.356	148.12	152.869	134.816	171.462	181.274	201.693	230.43	191.869	195.177	230.106	97.7475	99.9215	27.2023	31.0302	39.3043	29.0537	23.7094	206.774	19.5765	112.02	90.1701	104.126	145.174	129.955	149.234	138.65	97.028	105.149	100.603	88.4386	124.483	88.6508	103.85	94.7411	130.675	109.365	100.452	110.193	117.605	99.9391	204.46	149.471	179.17	149.523	222.664	126.837	1022.59	28.3649	37.1068	25.7701	23.5326	894.283	427.621	54.7014	236.109	519.083	1037.19	415.814	465.658	899.281	919.126	428.626	293.907	51.7644	43.5057	11.0177	56.6259	26.4462	270.67	133.822	339.397	270.132	88.2569	258.206	109.383	449.736	914.374	473.148	0	0	-614.586	59.9296	658.746	719.186	4280.67	1335.46	763.209	29.3964	232.841	-3707.65
55250	55.25	2.50003	2.47525	2.50291	25200.3	0.55249	790.959	27.5924	209.904	234.042	262.219	244.318	121.452	197.214	201.626	170.171	166.946	176.516	189.572	192.454	191.973	187.103	152.323	182.415	137.423	145.964	184.887	217.308	186.18	190.724	130.728	201.681	205.885	206.553	218.109	218.078	216.649	212.124	217.293	97.6035	91.9543	27.706	23.2691	18.8251	25.9805	19.2461	206.822	20.1736	93.7218	132.019	127.28	126.336	141.54	139.355	96.6609	83.3593	89.635	111.647	92.2799	112.356	104.621	83.1207	91.4771	132.403	111.834	99.9052	94.4096	109.297	86.2943	232.173	162.158	150.83	160.054	245.913	162.473	1121.17	18.8878	23.6599	8.16966	14.3108	921.958	427.622	56.5672	218.906	479.233	880.37	457.706	439.015	780.315	889.882	415.577	287.437	47.1937	64.748	17.3083	106.728	12.8256	263.909	104.154	405.923	227.382	132.581	214.005	151.051	446.991	953.38	440.696	0	0	-605.7	84.5689	665.118	697.697	4296.51	1332.15	820.555	30.5253	233.622	-3701.67
55500	55.5	2.44621	2.47525	2.44283	24657.8	0.55499	784.798	27.9777	222.781	217.109	220.122	219.644	147.472	224.261	179.113	167.973	172.681	189.948	181.791	205.381	158.193	244.251	146.846	166.787	184.255	179.677	183.355	190.723	161.744	136.084	199.193	171.812	183.207	170.777	170.327	216.791	203.118	225.757	220.242	105.665	56.9448	30.9096	36.9532	19.0692	20.6913	17.8415	178.902	26.1269	104.27	122.001	115.811	109.302	112.679	105.449	87.4528	103.312	112.44	122.415	99.1298	149.413	112.536	98.2025	102.426	175.004	160.045	97.5038	100.436	108.799	89.6474	282.345	146.473	172.324	148.613	222.711	135.711	981.406	11.7143	17.0162	15.6716	29.5572	875.789	418.573	59.5233	195.65	476.748	1059.31	447.663	505.912	947.983	877.96	471.641	283.673	46.9066	37.5651	21.7005	81.0287	24.0151	260.523	120.329	424.411	205.451	137.744	264.771	114.591	526.245	975.743	433.284	0	0	-614.721	77.5287	666.954	743.576	4289.74	1344.21	764.627	32.9246	238.674	-3752.63
55750	55.75	2.48632	2.47525	2.48761	25062.1	0.55749	775.058	29.2407	242.116	226.307	211.445	196.618	154.887	198.966	151.926	181.377	171.277	175.031	192.619	191.075	186.946	168.279	221.491	181.768	189.785	221.926	195.207	201.04	152.943	165.022	200.141	199.372	225.811	183.414	229.309	267.105	228.185	211.433	202.598	101.035	86.4342	41.1289	29.6473	19.6709	22.1923	24.2712	205.621	20.5228	80.1028	108.967	114.85	102.934	121.784	121.835	80.9636	111.249	88.0101	125.069	105.382	94.3788	91.6262	117.743	104.884	150.918	119.25	97.5883	87.3616	133.619	99.583	209.68	123.069	159.562	142.879	203.407	127.492	1134.22	21.4262	20.3157	19.9728	25.3965	855.379	397.944	55.8026	255.617	521.223	906.408	445.839	461.566	824.035	821.285	400.157	271.387	38.4644	25.4118	18.3677	105.362	19.6664	240.175	128.422	367.201	210.422	113.398	216.454	164.774	426.09	945.034	434.633	0	0	-622.181	75.2914	672.871	683.133	4293.18	1325.44	767.127	38.8602	233.416	-3722.2
56000	56	2.47553	2.47525	2.47556	24953.3	0.55999	780.984	29.3967	226.93	207.83	229.707	257.787	143.558	240.893	186.883	183.522	195.473	181.196	176.23	197.648	199.674	197.563	199.795	128.314	168.778	199.721	200.41	196.53	192.325	176.891	161.278	180.407	219.447	175.144	226.365	235.501	232.224	200.729	209.013	94.2026	86.0441	18.1901	32.9467	24.8224	17.0812	34.6647	190.087	27.9917	87.7557	98.6723	84.4623	96.4317	170.686	128.611	84.4813	116.245	121.257	123.023	90.0002	102.252	93.0042	142.074	103.836	135.295	153.177	97.5363	101.581	116.65	102.352	207.655	146.341	158.869	154.189	224.997	142.091	1111.12	26.347	17.6339	23.6235	23.4991	897.956	406.454	57.3345	214.046	467.02	924.455	369.945	457.242	955.504	937.155	449.459	305.394	59.4807	31.5776	31.9564	69.8524	25.2709	224.59	132.518	365.648	237.217	132.77	281.168	139.373	496.176	906.765	463.117	0	0	-613.351	124.253	667.985	790.406	4314.23	1317.6	782.905	37.2205	219.966	-3745.4
56250	56.25	2.468	2.47525	2.46716	24877.4	0.56249	771.925	28.1432	219.442	235.846	217.839	188.114	129.806	168.31	154.122	161.176	172.062	175.698	178.236	183.082	212.789	158.23	137.81	144.119	171.929	205.805	153.005	175.114	171.695	194.87	170.922	183.284	187.186	182.57	219.844	239.519	231.166	237.957	255.463	64.5739	74.2264	22.3731	24.9157	19.9731	16.0455	19.6801	211.645	24.4644	84.4936	99.4737	96.2222	110.123	98.5318	120.815	99.1257	100.092	92.869	113.959	112.774	123.52	82.7265	102.298	108.104	117.826	123.21	89.542	124.673	93.41	114.231	193.99	145.615	161.208	149.421	247.643	148.36	1031.31	29.5329	29.0145	28.7182	26.5627	891.898	445.631	52.0588	227.925	543.82	964.854	444.317	431.774	893.242	915.08	482.542	288.162	52.6583	41.8162	33.1375	81.7802	15.0647	224.418	140.036	356.143	234.988	112.041	255.056	105.827	444.393	908.245	475.395	0	0	-617.412	94.5142	672.524	712.411	4302.2	1314.59	772.497	35.5529	233.8	-3731.39
56500	56.5	2.4346	2.47525	2.42988	24540.8	0.56499	778.891	28.7102	244.246	236.54	252.88	195.443	150.286	197.725	171.177	159.872	198.086	179.677	203.857	195.608	202.034	209.608	210.977	198.574	190.414	155.002	212.219	165.367	168.721	149.324	175.191	162.874	195.171	180.517	237.646	247.35	206.482	258.197	255.486	85.1122	46.4571	40.3024	21.8202	38.3581	41.6159	20.5024	248.465	26.2337	77.385	84.0819	125.289	111.553	138.751	167.877	77.5445	99.6942	104.76	115.763	127.682	83.2997	101.571	111.694	92.3181	102.158	139.136	102.399	123.28	126.205	87.4363	201.767	146.849	162.377	142.783	169.47	124.469	1057.78	20.9159	22.5135	21.8139	17.5545	870.877	438.825	54.3175	237.395	539.378	866.433	437.813	454.928	840.268	958.611	418.576	286.725	28.8013	36.8876	27.6307	71.4118	22.4003	269.368	103.151	345.424	231.925	134.543	271.146	125.309	448.173	888.662	438.492	0	0	-608.016	79.312	655.924	788.564	4298.16	1298.16	762.017	39.8613	236.965	-3747.52
56750	56.75	2.48872	2.47525	2.49029	25086.3	0.56749	773.026	23.8439	196.421	232.442	202.606	239.515	150.14	180.425	169.749	140.669	168.09	183.345	168.931	216.181	173.401	189.451	145.258	161.452	146.753	170.442	182.914	198.671	158.681	149.203	170.551	193.974	175.655	194.719	251.603	256.566	230.813	228.852	206.08	90.3432	109.741	28.8472	31.0865	18.0021	37.6311	26.6681	204.774	29.114	92.5139	90.3769	107.53	132.093	181.799	179.33	73.3189	125.935	100.334	98.9554	83.407	103.686	99.814	94.1249	126.745	104.618	165.13	95.7361	95.2696	80.6058	114.857	215.372	138.25	138.975	142.586	213.119	120.902	1085.26	20.2076	29.7294	32.7403	13.6715	814.749	447.101	57.2272	167.452	492.722	942.584	461.226	429.287	875.448	914.097	407.206	300.398	46.4057	46.9528	11.0277	57.7511	35.9773	245.353	130.991	346.101	374.597	141.776	284.895	120.006	475.587	900.9	385.193	0	0	-607.821	82.5055	644.654	716.058	4323.16	1292.99	813.126	33.9313	227.717	-3630.27
57000	57	2.47754	2.47525	2.4778	24973.6	0.56999	764.425	24.8088	217.392	217.533	202.296	231.745	112.382	213.004	194.809	186.68	158.348	151.237	208.744	215.948	176.907	186.754	191.741	184.472	170.598	198.787	180.754	211.394	157.131	163.803	162.714	150.382	189.729	155.936	271.913	243.908	233.954	236.919	257.812	72.347	73.8447	21.1573	22.5352	23.5761	24.1974	29.5214	220.16	28.9069	67.6759	106.066	107.827	108.715	134.135	129.486	94.9607	85.8859	116.294	135.19	118.564	95.193	103.97	89.7426	83.0781	136.929	104.41	116.946	77.2369	136.457	95.926	178.196	133.917	140.657	182.032	197.178	125.312	1097.02	19.3412	16.108	27.8026	18.4519	833.23	435.853	48.0467	232.507	497.328	968.349	399.005	442.369	897.443	1039.25	459.524	280.82	42.5829	76.1232	17.605	62.4394	26.6278	239.073	113.378	336.854	294.926	122.5	263.379	86.0395	428.921	800.764	417.092	0	0	-618.697	68.1655	662.079	711.795	4316.06	1304.04	795.243	31.5106	249.779	-3641.59
57250	57.25	2.47825	2.47525	2.4786	24980.8	0.57249	767.721	25.2746	211.107	227.938	286.71	230.443	168.957	231.713	204.012	171.371	175.475	170.839	171.674	178.316	194.095	179.469	188.401	216.008	174.435	187.061	223.592	171.166	160.188	123.897	174.369	194.986	220.959	185.487	234.676	197.192	261.331	240.917	264.232	89.1639	51.032	28.7702	26.0549	17.3298	35.6152	20.2306	213.766	30.6081	64.8051	111.683	110.789	85.4307	102.78	169.349	86.5336	109.014	124.272	110.832	79.6757	98.1856	77.6713	118.176	103.678	100.327	119.677	94.9446	108.731	141.528	119.465	220.197	132.627	137.729	159.248	199.635	150.512	1035.23	22.5308	28.9707	20.0837	13.7859	813.199	445.658	47.6058	244.838	489.879	1044.68	405.596	427.097	889.784	967.686	463.241	284.658	33.5886	65.5126	16.4157	39.9431	16.7717	268.817	116.504	355.143	230.943	122.879	218.789	131.22	393.826	902.701	411.106	0	0	-615.354	74.2872	665.401	677.286	4300.61	1331.95	799.111	31.2576	247.584	-3653.18
57500	57.5	2.48096	2.47525	2.48163	25008.1	0.57499	768.228	26.7564	238.498	216.946	224.628	243.443	160.691	184.225	189.566	182.42	160.481	147.575	199.266	154.048	186.343	163.79	171.299	208.551	116.074	212.25	200.386	184.361	152.113	168.967	164.985	167.933	205.424	191.724	236.108	207.6	204.386	195.772	229.644	84.2345	100.845	31.44	20.5628	27.8214	28.2643	34.1557	220.183	27.6328	89.745	93.1965	117.513	105.803	126.829	127.6	93.8249	118.91	109.872	136.96	117.639	109.805	86.4777	82.956	133.136	207.411	120.591	107.724	93.946	96.1997	108.094	187.85	145.438	153.336	179.726	246.317	127.823	971.911	24.2933	46.0555	27.9766	17.0004	800.625	445.446	57.0083	257.967	524.841	906.205	487.52	425.72	898.176	888.705	495.129	311.33	64.0988	54.694	16.4962	104.799	26.5627	216.101	140.578	342.566	301.107	138.224	247.646	113.652	456.5	859.092	514.707	0	0	-611.545	81.9761	661.189	663.044	4310.19	1322.15	793.933	31.3875	256.914	-3630.84
57750	57.75	2.42652	2.47525	2.42085	24459.3	0.57749	755.603	30.1037	202.249	214.401	226.994	215.636	139.787	201.062	198.586	150.377	178.998	155.005	193.317	178.018	192.407	197.713	193.552	160.901	189.545	202.122	179.751	203.198	157.833	174.765	169.694	187.271	177.894	148.084	175.988	204.354	174.475	255.08	241.958	76.5095	93.9213	27.4433	39.045	15.747	19.6759	25.1876	222.784	21.4568	99.0788	73.4411	114.494	115.488	114.377	126.661	93.3576	87.1558	105.968	116.936	123.225	111.312	90.3895	89.8317	92.2843	152.147	158.645	103.544	102.66	92.4759	98.9105	262.714	140.123	161.207	138.584	222.417	134.145	1077.43	22.0868	33.7656	21.7902	15.8908	804.396	444.883	55.2515	205.637	504.069	873.341	423.475	407.247	816.518	957.408	474.961	308.807	46.0085	66.9607	13.9593	83.8091	28.4322	262.954	124.107	413.623	239.424	110.303	232.803	101.396	442.889	881.727	434.768	0	0	-604.096	106.647	666.172	711.266	4294.9	1310.63	804.857	36.1087	243.235	-3665.36
58000	58	2.48608	2.47525	2.48734	25059.7	0.57999	758.033	30.2613	256.699	275.927	239.069	214.526	151.723	200.369	188.378	144.08	152.923	188.896	187.772	161.207	165.781	174.072	160.233	201.368	188.7	197.721	168.717	172.685	206.638	143.81	178.704	181.768	242.664	179.924	221.525	209.752	228.469	246.859	208.105	92.3146	90.4226	31.889	23.5652	35.7079	19.8688	17.6408	231.656	25.1088	97.6645	89.0175	113.962	143.439	136.896	155.8	88.6417	106.345	85.9449	96.1239	97.3021	114.526	116.526	100.94	96.7535	125.51	133.592	80.7614	122.106	85.1569	111.412	203.16	132.377	125.239	186.056	212.431	146.923	1105.25	35.1131	33.6747	31.2172	25.9657	853.497	447.005	49.3342	203.747	487.154	971.785	490.904	486.49	874.884	943.888	420.828	267.577	46.6893	59.4999	27.4463	80.5419	17.3823	274.713	130.895	392.661	266.143	131.275	260.645	147.264	438.245	785.736	476.703	0	0	-606.426	86.6616	667.013	658.382	4325.71	1289.05	796.923	29.4071	256.502	-3662.01
58250	58.25	2.48137	2.47525	2.48208	25012.2	0.58249	771.117	31.302	206.614	203.547	226.342	251.578	151.676	264.142	179.872	158.812	149.47	144.127	185.284	160.18	157.676	178.392	164.723	163.94	151.59	166.226	169.721	191.158	175.132	145.507	178.995	153.124	207.246	212.819	225.933	207.987	182.948	215.926	225.986	83.977	93.6168	20.0511	42.8305	22.6519	30.4324	25.8116	233.236	27.3595	76.0859	99.0015	98.7388	93.4056	128.271	134.71	105.641	97.229	143.984	130.538	108.248	108.652	96.617	111.154	91.3352	139.22	110.232	103.161	128.037	95.3818	89.5478	217.008	130.056	132.416	133.197	267.227	136.957	1105.41	14.6303	17.2781	23.5307	24.7274	854.803	472.802	51.8038	201.871	495.905	917.849	452.24	411.528	901.426	891.704	459.192	298.054	37.8767	34.8653	18.3207	83.9208	22.8526	251.133	165.023	406.08	257.466	106.514	233.398	141.892	446.451	795.633	463.264	0	0	-618.873	60.5909	651.139	716.453	4316.18	1289.32	737.869	36.6404	257.106	-3681.6
58500	58.5	2.45428	2.47525	2.45184	24739.2	0.58499	763.783	29.7499	238.892	268.475	241.95	237.007	152.585	166.571	204.257	164.653	170.393	168.138	190.006	155.905	168.923	177.411	174.008	187.765	184.657	176.026	181.975	167.452	142.637	136.67	157.889	194.128	217.06	189.562	224.874	251.597	184.717	234.679	229.511	79.4624	107.12	31.801	28.2497	12.9952	22.3563	22.5224	173.014	23.2987	89.7864	160.104	129.515	121.197	149.905	108.39	91.1424	92.7014	127.357	100.467	84.7079	67.6083	98.9799	92.0783	95.4898	101.912	132.657	104.75	103.827	97.4632	108.137	236.217	117.436	144.629	153.6	212.308	145.887	1138.26	23.9682	31.337	25.8986	21.6964	911.506	469.843	50.5897	200.324	520.385	935.995	491.09	466.543	812.019	942.416	436.211	286.079	36.8924	54.6447	28.2744	69.4026	11.9273	192.694	99.8789	344.678	246.638	116.777	227.916	97.1319	394.578	777.373	444.098	0	0	-606.31	72.4213	664.134	712.517	4306.7	1309.84	759.633	41.6112	255.729	-3686.56
58750	58.75	2.47091	2.47525	2.47041	24906.8	0.58749	763.85	32.3711	223.131	203.846	237.25	236.623	146.396	207.452	203.899	149.787	153.878	141.224	174.836	219.106	177.604	180.752	152.608	189.137	209.341	191.132	155.531	170.89	162.362	154.886	174.805	174.849	219.006	185.684	200.199	197.252	219.165	233.532	235.678	84.3074	67.7615	35.9009	22.299	27.4271	19.4829	22.2281	202.582	23.5781	100.772	105.073	100.362	149.435	133.715	153.958	93.7195	83.393	108.58	133.181	89.0786	117.793	91.6936	102.335	77.9089	179.971	115.434	89.4596	104.007	87.0858	120.853	224.031	132.805	165.787	133.154	232.861	134.911	1095.15	25.9257	15.3621	28.0641	14.9868	879.567	447.859	51.4313	252.089	572.849	987.047	421.535	474.811	893.908	973.018	489.799	350.263	33.317	50.0111	23.5716	90.9973	29.1816	290.743	143.315	402.113	271.218	106.302	236.184	131.275	492.839	783.485	484.139	0	0	-611.688	81.8568	669.027	756.83	4284.76	1355.94	774.657	37.085	265.578	-3726.99
